0.47815,0.66623,0.4649,0.6596,0.46358,0.63841,0.4543,0.61854,0.45828,0.62517,0.44238,0.61325,0.44901,0.60132,0.42649,0.59603,0.41987,0.61457,0.40132,0.59073,0.40265,0.56424,0.3894,0.5457,0.38675,0.56159,0.33377,0.50066,0.31126,0.48212,0.25563,0.4649,0.21987,0.43576,0.2053,0.43046,0.22384,0.43709,0.25695,0.4755,0.26887,0.48212,0.32053,0.54172,0.37616,0.55894,0.42781,0.63046,0.44503,0.66093,0.50199,0.7457,0.51391,0.7457,0.54305,0.76954,0.51656,0.7351,0.50728,0.75894,0.46093,0.73113,0.42781,0.69536,0.38543,0.67417,0.38146,0.63444,0.033882,0.034824,0.051765,0.055059,0.080471,0.081882,0.098353,0.10871,0.12141,0.12941,0.14965,0.15482,0.16376,0.16565,0.18306,0.18776,0.19247,0.19859,0.22306,0.23106,0.23718,0.24518,0.27247,0.28141,0.28329,0.29741,0.31435,0.336,0.328,0.34541,0.36706,0.384,0.38824,0.39388,0.43435,0.42965,0.45176,0.44188,0.50259,0.47906,0.51953,0.49271,0.56,0.52753,0.58165,0.54494,0.61271,0.58635,0.63859,0.60235,0.67529,0.65082,0.69271,0.68471,0.73647,0.728,0.76,0.76235,0.79859,0.81318,0.81929,0.84376,0.86541,0.89365,0.88894,0.91482,0.93694,0.95294
0.50557,0.65584,0.48887,0.64935,0.48145,0.64471,0.46753,0.64007,0.45269,0.62059,0.44341,0.60482,0.41095,0.58905,0.38033,0.57328,0.36456,0.56308,0.33952,0.55844,0.32839,0.56308,0.29314,0.53432,0.26623,0.53896,0.23469,0.52505,0.22913,0.52412,0.22449,0.51577,0.22263,0.51577,0.27922,0.5269,0.30519,0.46104,0.38126,0.52134,0.41002,0.54545,0.49722,0.63915,0.51484,0.66883,0.55288,0.71521,0.58349,0.7551,0.60111,0.78479,0.59647,0.79406,0.57607,0.77551,0.54545,0.7551,0.49629,0.70037,0.46104,0.67532,0.42301,0.65306,0.39147,0.64193,0.37013,0.62894,0.035533,0.045685,0.054569,0.066836,0.072758,0.090525,0.095601,0.11125,0.11971,0.13452,0.14509,0.15863,0.16667,0.1819,0.20262,0.2225,0.21997,0.23942,0.25,0.26734,0.26861,0.2868,0.29315,0.31303,0.30541,0.3346,0.33968,0.36041,0.34729,0.37352,0.40144,0.40905,0.42428,0.42343,0.47547,0.45178,0.49323,0.44712,0.53257,0.48393,0.54611,0.49619,0.58037,0.52707,0.58333,0.54399,0.61887,0.5736,0.62648,0.60279,0.66413,0.65905,0.68274,0.68401,0.72504,0.73393,0.75042,0.77623,0.78511,0.8088,0.80203,0.8401,0.85829,0.89382,0.88663,0.91709,0.94205,0.95516
0.30297,0.60792,0.30297,0.59406,0.31485,0.57624,0.31683,0.56634,0.32673,0.56634,0.32277,0.56634,0.29901,0.5604,0.29109,0.55644,0.28713,0.54059,0.29109,0.54059,0.29109,0.53861,0.29505,0.54257,0.29703,0.54455,0.30495,0.54257,0.30495,0.54455,0.29505,0.54059,0.28119,0.51881,0.28515,0.52277,0.26535,0.50891,0.25743,0.50495,0.23564,0.49505,0.23366,0.49505,0.21386,0.48119,0.19802,0.48713,0.18416,0.49109,0.1802,0.46931,0.16634,0.47723,0.14455,0.46733,0.12871,0.47723,0.12475,0.50099,0.11485,0.52673,0.13069,0.54851,0.16634,0.6099,0.19604,0.63168,0.023569,0.025589,0.046465,0.048485,0.060606,0.066667,0.083502,0.082828,0.094276,0.097643,0.11852,0.11313,0.13266,0.13737,0.16566,0.17104,0.19327,0.20741,0.22155,0.23367,0.24781,0.24444,0.26263,0.2633,0.30034,0.29495,0.31852,0.31987,0.34478,0.34478,0.36229,0.367,0.39057,0.39394,0.40808,0.41347,0.44175,0.44781,0.4633,0.46667,0.49024,0.50034,0.5165,0.52862,0.54815,0.56027,0.57778,0.58653,0.61684,0.62694,0.63771,0.65387,0.67205,0.68283,0.7138,0.71785,0.74882,0.75354,0.78249,0.79125,0.85791,0.8202,0.88956,0.83906,0.93939,0.86869,0.95354,0.89024
0.50095,0.7581,0.50476,0.74857,0.52762,0.74286,0.51048,0.73905,0.5181,0.75619,0.48,0.76,0.47238,0.73333,0.47048,0.74857,0.4781,0.71048,0.46476,0.71619,0.4781,0.69905,0.46857,0.67048,0.46095,0.6781,0.45143,0.6781,0.3981,0.66667,0.3981,0.65143,0.34095,0.62286,0.34095,0.59429,0.30476,0.5581,0.30857,0.56762,0.27238,0.53714,0.26857,0.52,0.24,0.50667,0.20762,0.50095,0.1619,0.48571,0.1581,0.50476,0.16571,0.49905,0.23619,0.5181,0.3181,0.60762,0.36762,0.61905,0.37143,0.65524,0.38476,0.61714,0.37714,0.64,0.38095,0.70667,0.02799,0.022265,0.053435,0.050254,0.068066,0.069975,0.09542,0.098601,0.11132,0.11514,0.1444,0.14758,0.16412,0.17303,0.19402,0.1972,0.21947,0.22265,0.26399,0.25,0.2869,0.29262,0.3187,0.3327,0.34924,0.36196,0.36832,0.38041,0.39313,0.40967,0.41667,0.43511,0.44593,0.4701,0.47583,0.49173,0.50954,0.52481,0.5369,0.54898,0.57188,0.58842,0.60115,0.61514,0.63868,0.65394,0.66794,0.68384,0.70802,0.72074,0.73664,0.75763,0.7729,0.78117,0.8257,0.79898,0.88168,0.83333,0.89504,0.87023,0.93511,0.90331,0.89059,0.86959,0.92303,0.89377,0.94529,0.92303
0.40951,0.67824,0.41499,0.67642,0.40768,0.65996,0.42596,0.65265,0.43876,0.63803,0.44059,0.6362,0.42413,0.61609,0.43327,0.61426,0.40951,0.6234,0.40768,0.61974,0.40768,0.60146,0.39854,0.60146,0.39854,0.58318,0.3638,0.62888,0.3766,0.58501,0.36746,0.62706,0.40768,0.61974,0.37477,0.63985,0.41499,0.60512,0.36929,0.65265,0.40037,0.61974,0.36563,0.63437,0.36563,0.64351,0.35101,0.62157,0.32907,0.62888,0.34369,0.66545,0.35283,0.67459,0.32907,0.69835,0.37112,0.72212,0.36563,0.73309,0.3766,0.74954,0.38574,0.77331,0.38757,0.77879,0.43144,0.80804,0.034954,0.035461,0.052685,0.050152,0.071429,0.069402,0.095238,0.094225,0.11094,0.10689,0.13728,0.13779,0.16008,0.16413,0.18946,0.19402,0.20973,0.20922,0.24265,0.24265,0.25785,0.25836,0.28622,0.29129,0.30395,0.30294,0.33789,0.33688,0.3541,0.35613,0.39058,0.38602,0.40426,0.40476,0.44124,0.44073,0.46099,0.45947,0.49595,0.49645,0.51368,0.51773,0.55268,0.55674,0.57852,0.58105,0.61753,0.62867,0.64134,0.64843,0.70922,0.69402,0.73658,0.72036,0.78622,0.76646,0.80952,0.78622,0.84701,0.82523,0.8693,0.85208,0.91084,0.8997,0.93414,0.923,0.9767,0.96707
0.1845,0.42251,0.18635,0.41697,0.19557,0.39299,0.19557,0.3893,0.19373,0.40406,0.20295,0.41144,0.21033,0.42066,0.24354,0.4428,0.26937,0.45018,0.30812,0.49631,0.3524,0.50923,0.40406,0.54982,0.43173,0.57011,0.46679,0.64207,0.47417,0.68266,0.48155,0.71956,0.48155,0.71587,0.48155,0.71587,0.4631,0.68635,0.44096,0.67528,0.42435,0.65683,0.40037,0.62915,0.39668,0.61993,0.38745,0.60517,0.36347,0.631,0.36531,0.60517,0.35424,0.61808,0.38192,0.61439,0.3524,0.62731,0.36347,0.64576,0.34317,0.66236,0.36347,0.69188,0.36716,0.70111,0.35424,0.70664,0.056688,0.061783,0.094904,0.095541,0.11465,0.10828,0.14268,0.13567,0.15605,0.15478,0.20191,0.1879,0.22611,0.19809,0.25478,0.22739,0.2707,0.24522,0.30318,0.26433,0.31465,0.27962,0.34713,0.30064,0.35924,0.31465,0.38854,0.34459,0.40255,0.35478,0.41274,0.39554,0.42611,0.4242,0.45096,0.45669,0.46943,0.47962,0.50127,0.51019,0.52739,0.54013,0.56306,0.57197,0.59363,0.59682,0.63376,0.64076,0.66433,0.66497,0.70892,0.70382,0.73949,0.73758,0.78471,0.78153,0.81911,0.8121,0.87452,0.86178,0.8879,0.88089,0.9172,0.90892,0.93822,0.93376,0.96497,0.95287
0.38556,0.6129,0.41167,0.59447,0.40707,0.58525,0.40092,0.58372,0.38863,0.56682,0.3871,0.54839,0.38402,0.53456,0.37174,0.52381,0.37942,0.52227,0.37634,0.52227,0.38863,0.53149,0.41167,0.55146,0.42396,0.56221,0.45161,0.59754,0.47158,0.61444,0.49002,0.67742,0.50998,0.68971,0.53456,0.71275,0.52842,0.69124,0.48694,0.67896,0.46237,0.64516,0.43318,0.61137,0.39017,0.5914,0.36866,0.553,0.36559,0.5361,0.34409,0.54839,0.33333,0.5192,0.31336,0.49155,0.29493,0.48233,0.29339,0.48694,0.30108,0.48541,0.29647,0.49616,0.28879,0.51306,0.28418,0.5361,0.022472,0.029568,0.042578,0.050266,0.053223,0.062093,0.075695,0.084565,0.085748,0.096393,0.1165,0.12419,0.13187,0.13187,0.16617,0.16499,0.18687,0.18332,0.21999,0.21407,0.24009,0.233,0.27735,0.25961,0.29154,0.27321,0.32052,0.30514,0.33708,0.31342,0.36783,0.34358,0.37847,0.36132,0.39799,0.38498,0.40804,0.41455,0.43288,0.44352,0.45417,0.46067,0.48315,0.49852,0.50503,0.5275,0.5411,0.55115,0.56002,0.56535,0.59432,0.59846,0.61916,0.62448,0.66233,0.6647,0.70018,0.70846,0.75281,0.75163,0.78415,0.7806,0.82318,0.81786,0.85925,0.85689,0.8906,0.88764
0.29032,0.55857,0.29202,0.5399,0.29542,0.5365,0.29202,0.52122,0.29711,0.49915,0.29542,0.48217,0.29032,0.4635,0.29202,0.4584,0.29542,0.4652,0.26825,0.50085,0.31239,0.51443,0.34295,0.54329,0.37012,0.59932,0.42954,0.62818,0.44822,0.691,0.45161,0.72326,0.4601,0.75212,0.48557,0.73684,0.46689,0.68761,0.41256,0.64686,0.40577,0.63158,0.382,0.59932,0.36842,0.58404,0.36333,0.54499,0.32767,0.56537,0.35314,0.55518,0.34126,0.57385,0.33447,0.57555,0.35314,0.57555,0.37182,0.61969,0.39049,0.6163,0.33956,0.66893,0.34295,0.6927,0.35314,0.68421,0.027668,0.034444,0.046866,0.050819,0.05703,0.060418,0.072276,0.078487,0.085827,0.091474,0.10446,0.11067,0.11632,0.12027,0.14963,0.15302,0.16149,0.16206,0.21062,0.19932,0.24675,0.23546,0.27724,0.26426,0.2987,0.28346,0.33089,0.3083,0.34952,0.3275,0.37154,0.34557,0.38622,0.37549,0.41615,0.41276,0.43761,0.45172,0.46979,0.48391,0.49012,0.50085,0.5319,0.54433,0.56578,0.5703,0.60079,0.60305,0.6358,0.63693,0.67137,0.66742,0.71033,0.70073,0.74534,0.7397,0.77979,0.77244,0.81988,0.81423,0.85545,0.84811,0.90175,0.89272,0.917,0.90683,0.93845,0.92603
0.53867,0.66879,0.53867,0.67607,0.5414,0.66697,0.53412,0.67607,0.53139,0.67152,0.52229,0.64513,0.52229,0.64786,0.49864,0.6333,0.48226,0.60055,0.46042,0.58144,0.46042,0.5414,0.42311,0.5505,0.42038,0.54322,0.38763,0.50591,0.3758,0.49136,0.35669,0.45587,0.30027,0.40673,0.22202,0.32575,0.12466,0.26934,0.086442,0.26206,0.065514,0.25478,0.031847,0.25023,0.046406,0.26206,0.091902,0.29026,0.16015,0.3121,0.2475,0.35214,0.30664,0.39217,0.37307,0.44677,0.40673,0.51046,0.47043,0.63148,0.52775,0.68335,0.53958,0.73612,0.51046,0.73612,0.51592,0.77161,0.029484,0.02498,0.064701,0.056921,0.078215,0.070844,0.10483,0.10401,0.11671,0.11671,0.1466,0.1466,0.16134,0.16667,0.19124,0.20721,0.20516,0.21908,0.23301,0.25102,0.2457,0.25962,0.27682,0.29279,0.29034,0.30549,0.32269,0.34275,0.34398,0.362,0.37265,0.38657,0.39558,0.42424,0.43284,0.45864,0.45004,0.48608,0.49058,0.50983,0.51269,0.52785,0.55774,0.55324,0.58436,0.57371,0.64292,0.61425,0.66421,0.62695,0.69287,0.64701,0.70598,0.66298,0.72727,0.68673,0.74734,0.70066,0.76454,0.72809,0.79853,0.77314,0.83579,0.81982,0.86568,0.85504,0.91155,0.89353
0.49353,0.66169,0.50149,0.64677,0.50149,0.65174,0.51443,0.66667,0.49652,0.65672,0.49353,0.6597,0.4806,0.6408,0.4806,0.61791,0.49055,0.60697,0.45771,0.6,0.4597,0.58706,0.43085,0.56617,0.42587,0.54527,0.4,0.54527,0.3791,0.5403,0.36617,0.50348,0.33035,0.4597,0.28657,0.44378,0.2607,0.41592,0.18308,0.38209,0.17214,0.34826,0.11741,0.30448,0.081592,0.30149,0.063682,0.29652,0.061692,0.30846,0.090547,0.32338,0.1005,0.34726,0.18607,0.38308,0.22488,0.401,0.31343,0.46866,0.3602,0.52537,0.43284,0.63483,0.43483,0.67065,0.48159,0.71244,0.026517,0.026517,0.061069,0.060265,0.077943,0.073925,0.11129,0.11129,0.12174,0.12816,0.14906,0.15227,0.16472,0.17115,0.19004,0.20249,0.20972,0.21294,0.23584,0.24427,0.2495,0.25673,0.28726,0.29771,0.30052,0.3174,0.32583,0.34271,0.33628,0.35597,0.36039,0.38449,0.37927,0.40337,0.41141,0.44194,0.42708,0.45882,0.46605,0.49859,0.48051,0.50984,0.51828,0.53797,0.53797,0.55484,0.58819,0.5914,0.6127,0.60225,0.67658,0.64644,0.69024,0.66292,0.74769,0.70711,0.76858,0.72278,0.80635,0.76456,0.83246,0.79389,0.87746,0.83568,0.89715,0.85737,0.93371,0.8867
